case_id,activity,timestamp,part_desc
Case 257,Lapping - Machine 1,2012-02-13 17:28:00,Cable Head
Case 257,Lapping - Machine 1,2012-02-13 17:15:00,Cable Head
Case 257,Round Grinding - Machine 2,2012-02-13 23:05:00,Cable Head
Case 257,Round Grinding - Machine 2,2012-02-14 06:49:00,Cable Head
Case 257,Round Grinding - Machine 2,2012-02-14 16:08:00,Cable Head
Case 257,Lapping - Machine 1,2012-02-14 12:41:00,Cable Head
Case 257,Lapping - Machine 1,2012-02-14 12:37:00,Cable Head
Case 257,Round Grinding - Machine 2,2012-02-15 06:57:00,Cable Head
Case 257,Round Grinding - Machine 2,2012-02-15 10:02:00,Cable Head
Case 257,Round Grinding - Machine 2,2012-02-15 07:28:00,Cable Head
Case 257,Round Grinding - Machine 2,2012-02-15 16:10:00,Cable Head
Case 257,Round Grinding - Machine 2,2012-02-15 17:19:00,Cable Head
Case 257,Round Grinding - Machine 2,2012-02-15 23:57:00,Cable Head
Case 257,Round Grinding - Machine 2,2012-02-16 06:48:00,Cable Head
Case 257,Round Grinding - Machine 2,2012-02-16 07:29:00,Cable Head
Case 257,Round Grinding - Machine 2,2012-02-16 07:58:00,Cable Head
Case 257,Final Inspection Q.C.,2012-02-16 12:50:00,Cable Head
Case 257,Final Inspection Q.C.,2012-02-16 16:13:00,Cable Head
Case 257,Final Inspection Q.C.,2012-02-19 08:40:00,Cable Head
Case 257,Final Inspection Q.C.,2012-02-19 10:40:00,Cable Head
Case 257,Final Inspection Q.C.,2012-02-19 12:50:00,Cable Head
Case 257,Final Inspection Q.C.,2012-02-19 18:02:00,Cable Head
Case 257,Packing,2012-02-20 01:00:00,Cable Head
Case 257,Final Inspection Q.C.,2012-02-20 08:40:00,Cable Head
Case 257,Packing,2012-02-21 01:00:00,Cable Head
Case 257,Final Inspection Q.C.,2012-02-21 10:45:00,Cable Head
Case 257,Final Inspection Q.C.,2012-02-22 18:02:00,Cable Head
Case 257,Final Inspection Q.C.,2012-02-23 12:50:00,Cable Head
Case 257,Final Inspection Q.C.,2012-02-23 14:30:00,Cable Head
Case 257,Final Inspection Q.C.,2012-02-23 15:20:00,Cable Head
Case 257,Packing,2012-02-29 01:00:00,Cable Head
Case 257,Final Inspection Q.C.,2012-02-29 08:40:00,Cable Head
Case 257,Grinding Rework - Machine 27,2012-03-04 14:17:00,Cable Head
Case 257,Grinding Rework - Machine 27,2012-03-04 16:26:00,Cable Head
Case 257,Lapping - Machine 1,2012-03-05 17:25:00,Cable Head
Case 257,Round Grinding - Machine 2,2012-03-08 02:06:00,Cable Head
Case 257,Round Grinding - Machine 2,2012-03-08 06:49:00,Cable Head
Case 257,Round Grinding - Machine 2,2012-03-08 07:27:00,Cable Head
Case 257,Packing,2012-03-18 01:00:00,Cable Head
Case 257,Final Inspection Q.C.,2012-03-18 08:00:00,Cable Head
Case 257,Grinding Rework - Machine 27,2012-03-18 15:31:00,Cable Head
Case 257,Final Inspection Q.C.,2012-03-19 12:50:00,Cable Head
Case 257,Final Inspection Q.C.,2012-03-20 09:30:00,Cable Head
Case 257,Final Inspection Q.C.,2012-03-20 09:45:00,Cable Head
Case 257,Final Inspection Q.C.,2012-03-20 10:00:00,Cable Head
Case 257,Final Inspection Q.C.,2012-03-20 10:15:00,Cable Head
Case 257,Packing,2012-03-21 01:00:00,Cable Head
Case 257,Final Inspection Q.C.,2012-03-21 12:50:00,Cable Head
Case 257,Grinding Rework - Machine 27,2012-03-27 23:28:00,Cable Head
Case 257,Grinding Rework - Machine 27,2012-03-28 07:21:00,Cable Head
Case 257,Lapping - Machine 1,2012-03-28 13:56:00,Cable Head
Case 257,Final Inspection Q.C.,2012-03-30 01:15:00,Cable Head
Case 257,Packing,2012-03-30 01:00:00,Cable Head
Case 257,Final Inspection Q.C.,2012-03-30 07:40:00,Cable Head
Case 257,Final Inspection Q.C.,2012-03-30 08:40:00,Cable Head
Case 258,Turning & Milling - Machine 6,2012-01-17 00:00:00,Ballnut
Case 258,Turning & Milling - Machine 6,2012-01-17 01:50:00,Ballnut
Case 258,Turning & Milling - Machine 6,2012-01-17 13:13:00,Ballnut
Case 258,Turning & Milling - Machine 6,2012-01-18 07:41:00,Ballnut
Case 258,Turning & Milling - Machine 6,2012-01-18 15:11:00,Ballnut
Case 258,Turning & Milling - Machine 6,2012-01-18 15:59:00,Ballnut
Case 258,Turning & Milling - Machine 6,2012-01-19 06:29:00,Ballnut
Case 258,Turning & Milling Q.C.,2012-01-19 09:35:00,Ballnut
Case 258,Turning & Milling Q.C.,2012-01-20 07:31:00,Ballnut
Case 258,Laser Marking - Machine 7,2012-01-30 10:29:00,Ballnut
Case 258,Lapping - Machine 1,2012-01-30 15:19:00,Ballnut
Case 258,Turning & Milling Q.C.,2012-01-30 11:00:00,Ballnut
Case 258,Final Inspection Q.C.,2012-02-01 16:08:00,Ballnut
Case 258,Final Inspection Q.C.,2012-02-02 10:44:00,Ballnut
Case 258,Final Inspection Q.C.,2012-02-02 10:51:00,Ballnut
Case 258,Packing,2012-02-05 01:00:00,Ballnut
Case 259,Turning & Milling - Machine 10,2012-01-17 15:00:00,Drill
Case 259,Turning & Milling - Machine 10,2012-01-17 15:55:00,Drill
Case 259,Turning & Milling - Machine 10,2012-01-17 23:42:00,Drill
Case 259,Turning & Milling - Machine 10,2012-01-18 06:37:00,Drill
Case 259,Turning & Milling - Machine 10,2012-01-18 08:30:00,Drill
Case 259,Turning & Milling - Machine 10,2012-01-18 19:48:00,Drill
Case 259,Turning & Milling - Machine 10,2012-01-18 20:05:00,Drill
Case 259,Turning & Milling - Machine 10,2012-01-19 06:30:00,Drill
Case 259,Turning & Milling - Machine 10,2012-01-19 21:25:00,Drill
Case 259,Turning & Milling - Machine 10,2012-01-20 06:48:00,Drill
Case 259,Turning & Milling - Machine 10,2012-01-20 09:21:00,Drill
Case 259,Turning & Milling - Machine 10,2012-01-22 06:33:00,Drill
Case 259,Turning & Milling - Machine 10,2012-01-22 09:01:00,Drill
Case 259,Turning & Milling - Machine 10,2012-01-22 17:47:00,Drill
Case 259,Turning & Milling - Machine 10,2012-01-23 06:44:00,Drill
Case 259,Turning & Milling Q.C.,2012-01-23 07:54:00,Drill
Case 259,Turning & Milling - Machine 10,2012-01-23 21:48:00,Drill
Case 259,Turning & Milling - Machine 10,2012-01-24 07:08:00,Drill
Case 259,Turning & Milling Q.C.,2012-01-24 10:32:00,Drill
Case 259,Turning & Milling Q.C.,2012-01-24 11:50:00,Drill
Case 259,Turning & Milling - Machine 10,2012-01-25 02:11:00,Drill
Case 259,Turning & Milling - Machine 10,2012-01-25 06:28:00,Drill
Case 259,Turning & Milling - Machine 10,2012-01-25 09:06:00,Drill
Case 259,Turning & Milling - Machine 10,2012-01-30 17:29:00,Drill
Case 259,Turning & Milling - Machine 10,2012-01-30 22:45:00,Drill
Case 259,Turning & Milling - Machine 10,2012-01-30 22:47:00,Drill
Case 259,Turning & Milling - Machine 10,2012-01-31 06:40:00,Drill
Case 259,Turning & Milling - Machine 10,2012-01-31 07:47:00,Drill
Case 259,Turning & Milling - Machine 10,2012-02-15 09:47:00,Drill
Case 259,Turning & Milling - Machine 10,2012-02-15 21:41:00,Drill
Case 259,Turning & Milling - Machine 10,2012-02-15 23:30:00,Drill
Case 259,Turning & Milling - Machine 6,2012-02-16 06:44:00,Drill
Case 259,Turning & Milling - Machine 10,2012-02-16 11:39:00,Drill
Case 259,Laser Marking - Machine 7,2012-02-16 17:23:00,Drill
Case 259,Lapping - Machine 1,2012-02-17 01:15:00,Drill
Case 259,Lapping - Machine 1,2012-02-17 01:15:00,Drill
Case 259,Lapping - Machine 1,2012-02-19 12:55:00,Drill
Case 259,Final Inspection Q.C.,2012-02-19 15:51:00,Drill
Case 259,Packing,2012-02-21 01:00:00,Drill
Case 259,Turning & Milling - Machine 10,2012-03-14 23:17:00,Drill
Case 259,Turning & Milling - Machine 10,2012-03-15 03:34:00,Drill
Case 259,Lapping - Machine 1,2012-03-26 01:15:00,Drill
Case 259,Turning & Milling Q.C.,2012-03-26 13:29:00,Drill
Case 259,Laser Marking - Machine 7,2012-03-26 12:22:00,Drill
Case 259,Laser Marking - Machine 7,2012-03-26 13:54:00,Drill
Case 259,Lapping - Machine 1,2012-03-26 15:17:00,Drill
Case 259,Laser Marking - Machine 7,2012-03-26 16:34:00,Drill
Case 259,Lapping - Machine 1,2012-03-26 15:19:00,Drill
Case 259,Final Inspection Q.C.,2012-03-28 10:25:00,Drill
Case 259,Packing,2012-03-29 01:00:00,Drill
Case 26,Turning & Milling - Machine 4,2012-01-17 17:57:00,Plug
Case 26,Turning & Milling - Machine 4,2012-01-17 22:36:00,Plug
Case 26,Turning & Milling - Machine 4,2012-01-18 06:32:00,Plug
Case 26,Turning & Milling - Machine 4,2012-01-18 21:34:00,Plug
Case 26,Turning & Milling - Machine 4,2012-01-19 02:30:00,Plug
Case 26,Turning & Milling Q.C.,2012-01-19 10:08:00,Plug
Case 26,Laser Marking - Machine 7,2012-01-19 13:07:00,Plug
Case 26,Lapping - Machine 1,2012-01-22 11:45:00,Plug
Case 26,Round Grinding - Machine 12,2012-01-23 15:30:00,Plug
Case 26,Round Grinding - Machine 12,2012-01-23 18:03:00,Plug
Case 26,Round Grinding - Machine 12,2012-01-24 17:36:00,Plug
Case 26,Round Grinding - Machine 12,2012-01-25 12:05:00,Plug
Case 26,Round Grinding - Q.C.,2012-01-26 11:53:00,Plug
Case 26,Lapping - Machine 1,2012-02-23 17:44:00,Plug
Case 26,Round Grinding - Machine 3,2012-02-23 19:07:00,Plug
Case 26,Round Grinding - Machine 3,2012-02-23 19:57:00,Plug
Case 26,Round Grinding - Machine 3,2012-02-23 22:15:00,Plug
Case 26,Final Inspection Q.C.,2012-02-27 12:53:00,Plug
Case 26,Final Inspection Q.C.,2012-02-28 13:40:00,Plug
Case 26,Final Inspection Q.C.,2012-02-28 16:07:00,Plug
Case 26,Packing,2012-02-29 01:00:00,Plug
Case 260,Turning & Milling - Machine 6,2012-01-09 06:30:00,Ballnut
Case 260,Turning & Milling - Machine 6,2012-01-19 15:14:00,Ballnut
Case 260,Turning & Milling - Machine 6,2012-01-19 15:56:00,Ballnut
Case 260,Turning & Milling - Machine 6,2012-01-19 21:15:00,Ballnut
Case 260,Turning & Milling - Machine 6,2012-01-21 21:03:00,Ballnut
Case 260,Turning & Milling - Machine 6,2012-01-22 06:31:00,Ballnut
Case 260,Turning & Milling Q.C.,2012-01-22 12:13:00,Ballnut
Case 260,Turning & Milling - Machine 6,2012-01-22 15:48:00,Ballnut
Case 260,Turning & Milling - Machine 6,2012-01-22 17:30:00,Ballnut
Case 260,Turning & Milling Q.C.,2012-01-23 16:03:00,Ballnut
Case 260,Turning & Milling Q.C.,2012-01-24 07:20:00,Ballnut
Case 260,Turning & Milling - Machine 6,2012-01-26 16:03:00,Ballnut
Case 260,Turning & Milling - Machine 6,2012-01-27 01:44:00,Ballnut
Case 260,Turning & Milling - Machine 6,2012-01-27 06:21:00,Ballnut
Case 260,Turning & Milling Q.C.,2012-01-27 07:21:00,Ballnut
Case 260,Turning & Milling Q.C.,2012-01-27 07:37:00,Ballnut
Case 260,Turning & Milling - Machine 6,2012-01-28 18:00:00,Ballnut
Case 260,Turning & Milling - Machine 6,2012-01-29 11:22:00,Ballnut
Case 260,Turning & Milling - Machine 6,2012-01-29 06:52:00,Ballnut
Case 260,Turning & Milling - Machine 6,2012-01-29 15:45:00,Ballnut
Case 260,Turning & Milling - Machine 6,2012-01-29 19:57:00,Ballnut
Case 260,Turning & Milling - Machine 6,2012-01-30 06:39:00,Ballnut
Case 260,Turning & Milling Q.C.,2012-01-30 10:29:00,Ballnut
Case 260,Turning & Milling - Machine 6,2012-01-30 15:49:00,Ballnut
Case 260,Turning & Milling - Machine 6,2012-01-30 23:28:00,Ballnut
Case 260,Turning & Milling - Machine 6,2012-01-31 06:44:00,Ballnut
Case 260,Turning & Milling - Machine 6,2012-01-31 09:29:00,Ballnut
Case 260,Turning & Milling Q.C.,2012-01-31 11:43:00,Ballnut
Case 260,Turning & Milling Q.C.,2012-02-02 06:52:00,Ballnut
Case 260,Laser Marking - Machine 7,2012-02-06 10:20:00,Ballnut
Case 260,Turning & Milling Q.C.,2012-02-13 09:55:00,Ballnut
Case 260,Laser Marking - Machine 7,2012-02-13 17:43:00,Ballnut
Case 260,Flat Grinding - Machine 11,2012-02-15 01:15:00,Ballnut
Case 260,Lapping - Machine 1,2012-02-15 01:15:00,Ballnut
Case 260,Lapping - Machine 1,2012-02-15 01:15:00,Ballnut
Case 260,Laser Marking - Machine 7,2012-02-15 09:13:00,Ballnut
Case 260,Flat Grinding - Machine 11,2012-02-15 09:08:00,Ballnut
Case 260,Flat Grinding - Machine 11,2012-02-15 16:01:00,Ballnut
Case 260,Round Grinding - Machine 3,2012-02-15 11:37:00,Ballnut
Case 260,Lapping - Machine 1,2012-02-15 12:56:00,Ballnut
Case 260,Round Grinding - Machine 3,2012-02-15 17:47:00,Ballnut
Case 260,Lapping - Machine 1,2012-02-15 16:08:00,Ballnut
Case 260,Round Grinding - Machine 3,2012-02-16 00:08:00,Ballnut
Case 260,Round Grinding - Machine 3,2012-02-16 18:01:00,Ballnut
Case 260,Flat Grinding - Machine 11,2012-02-16 10:40:00,Ballnut
Case 260,Lapping - Machine 1,2012-02-16 12:14:00,Ballnut
Case 260,Round Grinding - Machine 3,2012-02-17 06:42:00,Ballnut
Case 260,Round Grinding - Machine 3,2012-02-18 22:16:00,Ballnut
Case 260,Final Inspection Q.C.,2012-02-21 17:59:00,Ballnut
Case 260,Final Inspection Q.C.,2012-02-21 16:34:00,Ballnut
Case 260,Final Inspection Q.C.,2012-02-22 15:41:00,Ballnut
Case 260,Packing,2012-02-23 01:00:00,Ballnut
Case 260,Fix - Machine 15,2012-03-13 17:11:00,Ballnut
Case 260,Fix - Machine 15,2012-03-13 18:47:00,Ballnut
Case 260,Packing,2012-03-14 01:00:00,Ballnut
Case 260,Turning & Milling Q.C.,2012-03-14 11:08:00,Ballnut
Case 260,Final Inspection Q.C.,2012-03-14 13:18:00,Ballnut
Case 261,Turning & Milling - Machine 8,2012-02-07 02:05:00,Bearing
Case 261,Turning & Milling - Machine 8,2012-02-07 06:43:00,Bearing
Case 261,Turning & Milling Q.C.,2012-02-07 07:14:00,Bearing
Case 261,Turning & Milling - Machine 8,2012-02-07 12:39:00,Bearing
Case 261,Turning & Milling Q.C.,2012-02-07 13:41:00,Bearing
Case 261,Flat Grinding - Machine 11,2012-02-08 01:15:00,Bearing
Case 261,Laser Marking - Machine 7,2012-02-08 10:59:00,Bearing
Case 261,Flat Grinding - Machine 11,2012-02-08 13:58:00,Bearing
Case 261,Packing,2012-02-14 01:00:00,Bearing
Case 261,Final Inspection Q.C.,2012-02-14 08:11:00,Bearing
Case 262,Turning & Milling - Machine 6,2012-02-06 23:37:00,Spur Gear
Case 262,Turning & Milling - Machine 6,2012-02-07 01:00:00,Spur Gear
Case 262,Turning & Milling - Machine 6,2012-02-07 06:30:00,Spur Gear
Case 262,Turning & Milling Q.C.,2012-02-07 08:18:00,Spur Gear
Case 262,Turning & Milling Q.C.,2012-02-07 10:08:00,Spur Gear
Case 262,Laser Marking - Machine 7,2012-02-07 11:03:00,Spur Gear
Case 262,Flat Grinding - Machine 11,2012-02-07 11:25:00,Spur Gear
Case 262,Flat Grinding - Machine 11,2012-02-07 12:18:00,Spur Gear
Case 262,Flat Grinding - Machine 11,2012-02-07 12:33:00,Spur Gear
Case 262,Lapping - Machine 1,2012-02-07 13:39:00,Spur Gear
Case 262,Lapping - Machine 1,2012-02-07 15:18:00,Spur Gear
Case 262,Round Grinding - Manual,2012-02-07 16:09:00,Spur Gear
Case 262,Round Grinding - Manual,2012-02-07 22:23:00,Spur Gear
Case 262,Final Inspection Q.C.,2012-02-08 14:46:00,Spur Gear
Case 262,Packing,2012-02-09 01:00:00,Spur Gear
Case 262,Final Inspection Q.C.,2012-02-09 14:09:00,Spur Gear
Case 263,Turning & Milling - Machine 8,2012-01-02 11:00:00,Compound Dies
Case 263,Turning & Milling - Machine 8,2012-01-03 17:58:00,Compound Dies
Case 263,Turning & Milling - Machine 8,2012-01-04 09:18:00,Compound Dies
Case 263,Turning & Milling Q.C.,2012-01-04 10:00:00,Compound Dies
Case 263,Turning & Milling - Machine 8,2012-01-04 11:00:00,Compound Dies
Case 263,Turning & Milling - Machine 8,2012-01-04 16:21:00,Compound Dies
Case 263,Turning & Milling - Machine 8,2012-01-05 07:06:00,Compound Dies
Case 263,Turning & Milling - Machine 8,2012-01-05 10:45:00,Compound Dies
Case 263,Turning & Milling Q.C.,2012-01-05 11:30:00,Compound Dies
Case 263,Flat Grinding - Machine 11,2012-01-05 12:27:00,Compound Dies
Case 263,Nitration Q.C.,2012-01-16 15:00:00,Compound Dies
Case 263,Laser Marking - Machine 7,2012-01-17 12:11:00,Compound Dies
Case 263,Lapping - Machine 1,2012-01-17 13:27:00,Compound Dies
Case 263,Round Grinding - Manual,2012-01-18 09:11:00,Compound Dies
Case 263,Round Grinding - Manual,2012-01-18 10:15:00,Compound Dies
Case 263,Final Inspection Q.C.,2012-01-18 12:50:00,Compound Dies
Case 263,Final Inspection Q.C.,2012-01-18 09:00:00,Compound Dies
Case 263,Round Grinding - Manual,2012-01-18 15:45:00,Compound Dies
Case 263,Final Inspection Q.C.,2012-01-19 15:36:00,Compound Dies
Case 263,Final Inspection Q.C.,2012-01-22 07:57:00,Compound Dies
Case 263,Packing,2012-01-23 01:00:00,Compound Dies
Case 263,Packing,2012-01-23 01:00:00,Compound Dies
Case 264,Turning & Milling - Machine 6,2012-03-26 15:28:00,Bearing
Case 264,Turning & Milling - Machine 6,2012-03-26 16:01:00,Bearing
Case 264,Turning & Milling - Machine 6,2012-03-26 17:52:00,Bearing
Case 264,Turning & Milling - Machine 6,2012-03-27 06:34:00,Bearing
Case 264,Turning & Milling Q.C.,2012-03-27 07:26:00,Bearing
Case 264,Turning & Milling - Machine 6,2012-03-27 15:56:00,Bearing
Case 264,Turning & Milling - Machine 6,2012-03-27 18:30:00,Bearing
Case 264,Turning & Milling - Machine 6,2012-03-28 06:42:00,Bearing
Case 264,Turning & Milling - Machine 6,2012-03-28 07:27:00,Bearing
Case 264,Turning & Milling Q.C.,2012-03-28 07:31:00,Bearing
Case 264,Turning & Milling Q.C.,2012-03-28 07:48:00,Bearing
Case 264,Turning & Milling - Machine 6,2012-03-28 12:05:00,Bearing
Case 264,Laser Marking - Machine 7,2012-03-28 10:39:00,Bearing
Case 264,Turning & Milling Q.C.,2012-03-29 12:43:00,Bearing
Case 265,Turning - Machine 8,2012-01-04 15:59:00,O-Ring
Case 265,Turning - Machine 8,2012-01-05 08:26:00,O-Ring
Case 265,Turning & Milling - Machine 8,2012-01-09 10:49:00,O-Ring
Case 265,Turning & Milling - Machine 8,2012-01-09 10:29:00,O-Ring
Case 265,Turning & Milling - Machine 8,2012-01-09 11:21:00,O-Ring
Case 265,Turning & Milling Q.C.,2012-01-09 12:50:00,O-Ring
Case 265,Laser Marking - Machine 7,2012-01-16 08:28:00,O-Ring
Case 265,Lapping - Machine 1,2012-01-16 09:37:00,O-Ring
Case 265,Round Grinding - Manual,2012-01-16 14:54:00,O-Ring
Case 265,Round Grinding - Manual,2012-01-16 15:53:00,O-Ring
Case 265,Round Grinding - Manual,2012-01-17 07:18:00,O-Ring
Case 265,Round Grinding - Manual,2012-01-17 11:10:00,O-Ring
Case 265,Final Inspection Q.C.,2012-01-17 18:03:00,O-Ring
Case 265,Final Inspection Q.C.,2012-01-18 16:07:00,O-Ring
Case 265,Packing,2012-01-19 01:00:00,O-Ring
Case 265,Final Inspection Q.C.,2012-01-19 12:01:00,O-Ring
Case 266,Turning & Milling Q.C.,2012-01-04 08:40:00,Cable Head
Case 266,Turning & Milling - Machine 5,2012-01-04 16:09:00,Cable Head
Case 266,Turning & Milling - Machine 5,2012-01-05 06:45:00,Cable Head
Case 266,Turning & Milling - Machine 5,2012-01-05 14:17:00,Cable Head
Case 266,Turning & Milling Q.C.,2012-01-05 16:10:00,Cable Head
Case 266,Turning & Milling - Machine 5,2012-01-05 17:37:00,Cable Head
Case 266,Turning & Milling Q.C.,2012-01-05 17:35:00,Cable Head
Case 266,Turning & Milling - Machine 5,2012-01-05 20:50:00,Cable Head
Case 266,Turning & Milling - Machine 5,2012-01-06 06:41:00,Cable Head
Case 266,Turning & Milling - Machine 5,2012-01-06 12:39:00,Cable Head
Case 266,Turning & Milling - Machine 5,2012-01-07 07:00:00,Cable Head
Case 266,Turning & Milling - Machine 5,2012-01-07 23:30:00,Cable Head
Case 266,Turning & Milling - Machine 5,2012-01-08 06:35:00,Cable Head
Case 266,Turning & Milling - Machine 5,2012-01-08 08:39:00,Cable Head
Case 266,Turning & Milling Q.C.,2012-01-08 12:50:00,Cable Head
Case 266,Turning & Milling Q.C.,2012-01-08 13:40:00,Cable Head
Case 266,Turning & Milling Q.C.,2012-01-08 14:00:00,Cable Head
Case 266,Turning & Milling Q.C.,2012-01-08 14:20:00,Cable Head
Case 266,Turning & Milling Q.C.,2012-01-08 14:40:00,Cable Head
Case 266,Turning & Milling Q.C.,2012-01-08 15:00:00,Cable Head
Case 266,Turning & Milling - Machine 5,2012-01-09 11:35:00,Cable Head
Case 266,Laser Marking - Machine 7,2012-01-08 23:17:00,Cable Head
Case 266,Lapping - Machine 1,2012-01-31 17:02:00,Cable Head
Case 266,Lapping - Machine 1,2012-02-01 17:07:00,Cable Head
Case 266,Lapping - Machine 1,2012-02-01 17:19:00,Cable Head
Case 266,Round Grinding - Machine 2,2012-02-02 23:35:00,Cable Head
Case 266,Round Grinding - Machine 2,2012-02-03 06:56:00,Cable Head
Case 266,Round Grinding - Machine 2,2012-02-03 09:51:00,Cable Head
Case 266,Lapping - Machine 1,2012-02-03 13:00:00,Cable Head
Case 266,Lapping - Machine 1,2012-02-05 01:15:00,Cable Head
Case 266,Final Inspection Q.C.,2012-02-05 16:10:00,Cable Head
Case 266,Final Inspection Q.C.,2012-02-06 08:40:00,Cable Head
Case 266,Final Inspection Q.C.,2012-02-06 11:00:00,Cable Head
Case 266,Lapping - Machine 1,2012-02-08 09:57:00,Cable Head
Case 266,Round Grinding - Machine 3,2012-02-09 22:29:00,Cable Head
Case 266,Round Grinding - Machine 3,2012-02-10 06:52:00,Cable Head
Case 266,Round Grinding - Machine 3,2012-02-10 12:45:00,Cable Head
Case 266,Lapping - Machine 1,2012-02-10 12:30:00,Cable Head
Case 266,Turning & Milling Q.C.,2012-02-10 12:45:00,Cable Head
Case 266,Round Grinding - Machine 2,2012-02-12 19:48:00,Cable Head
Case 266,Lapping - Machine 1,2012-02-12 18:57:00,Cable Head
Case 266,Round Grinding - Machine 2,2012-02-13 06:50:00,Cable Head
Case 266,Turning & Milling Q.C.,2012-02-12 20:08:00,Cable Head
Case 266,Round Grinding - Machine 2,2012-02-13 15:47:00,Cable Head
Case 266,Final Inspection Q.C.,2012-02-13 12:50:00,Cable Head
Case 266,Final Inspection Q.C.,2012-02-14 08:40:00,Cable Head
Case 266,Final Inspection Q.C.,2012-02-14 12:50:00,Cable Head
Case 266,Packing,2012-02-15 01:00:00,Cable Head
Case 266,Final Inspection Q.C.,2012-02-15 18:03:00,Cable Head
Case 266,Packing,2012-02-16 01:00:00,Cable Head
Case 266,Packing,2012-02-16 01:00:00,Cable Head
Case 266,Final Inspection Q.C.,2012-02-16 08:40:00,Cable Head
Case 266,Final Inspection Q.C.,2012-02-16 11:45:00,Cable Head
Case 266,Final Inspection Q.C.,2012-02-16 12:59:00,Cable Head
Case 266,Final Inspection Q.C.,2012-02-19 14:07:00,Cable Head
Case 266,Packing,2012-02-20 01:00:00,Cable Head
Case 266,Final Inspection Q.C.,2012-02-22 14:20:00,Cable Head
Case 266,Final Inspection Q.C.,2012-02-22 14:50:00,Cable Head
Case 266,Final Inspection Q.C.,2012-02-22 15:10:00,Cable Head
Case 266,Final Inspection Q.C.,2012-02-22 15:30:00,Cable Head
Case 266,Final Inspection Q.C.,2012-02-22 15:50:00,Cable Head
Case 266,Final Inspection Q.C.,2012-02-22 16:10:00,Cable Head
Case 266,Grinding Rework - Machine 27,2012-03-05 23:47:00,Cable Head
Case 266,Grinding Rework - Machine 27,2012-03-06 09:23:00,Cable Head
Case 266,Final Inspection Q.C.,2012-03-18 08:40:00,Cable Head
Case 266,Final Inspection Q.C.,2012-03-18 11:00:00,Cable Head
Case 266,Grinding Rework - Machine 27,2012-03-18 11:56:00,Cable Head
Case 266,Packing,2012-03-19 01:00:00,Cable Head
Case 266,Final Inspection Q.C.,2012-03-19 08:40:00,Cable Head
Case 266,Packing,2012-03-21 01:00:00,Cable Head
Case 266,Turning & Milling Q.C.,2012-03-30 01:15:00,Cable Head
Case 267,Turning & Milling - Machine 4,2012-01-05 17:58:00,Punch Holder
Case 267,Turning & Milling - Machine 4,2012-01-06 01:14:00,Punch Holder
Case 267,Turning & Milling - Machine 4,2012-01-06 06:39:00,Punch Holder
Case 267,Turning & Milling - Machine 4,2012-01-06 12:52:00,Punch Holder
Case 267,Turning & Milling Q.C.,2012-01-06 09:44:00,Punch Holder
Case 267,Turning & Milling - Machine 4,2012-01-07 07:00:00,Punch Holder
Case 267,Turning & Milling - Machine 4,2012-01-07 23:30:00,Punch Holder
Case 267,Turning & Milling - Machine 4,2012-01-08 06:43:00,Punch Holder
Case 267,Turning & Milling - Machine 4,2012-01-08 16:05:00,Punch Holder
Case 267,Turning & Milling Q.C.,2012-01-08 10:00:00,Punch Holder
Case 267,Turning & Milling - Machine 4,2012-01-08 17:50:00,Punch Holder
Case 267,Turning & Milling - Machine 4,2012-01-09 07:00:00,Punch Holder
Case 267,Turning & Milling - Machine 4,2012-01-09 17:52:00,Punch Holder
Case 267,Turning & Milling Q.C.,2012-01-09 08:30:00,Punch Holder
Case 267,Turning & Milling - Machine 4,2012-01-10 06:55:00,Punch Holder
Case 267,Turning & Milling - Machine 4,2012-01-10 06:30:00,Punch Holder
Case 267,Turning & Milling - Machine 4,2012-01-10 12:07:00,Punch Holder
Case 267,Turning & Milling Q.C.,2012-01-10 08:24:00,Punch Holder
Case 267,Turning & Milling - Machine 4,2012-01-10 13:23:00,Punch Holder
Case 267,Turning & Milling - Machine 4,2012-01-10 15:58:00,Punch Holder
Case 267,Turning & Milling - Machine 4,2012-01-10 23:38:00,Punch Holder
Case 267,Turning & Milling Q.C.,2012-01-11 08:09:00,Punch Holder
Case 267,Turning & Milling - Machine 4,2012-01-11 16:07:00,Punch Holder
Case 267,Turning & Milling - Machine 4,2012-01-11 23:42:00,Punch Holder
Case 267,Turning & Milling Q.C.,2012-01-17 11:12:00,Punch Holder
Case 267,Turning & Milling Q.C.,2012-01-17 11:35:00,Punch Holder
Case 267,Wire Cut - Machine 13,2012-01-18 01:15:00,Punch Holder
Case 267,Wire Cut - Machine 13,2012-01-18 13:00:00,Punch Holder
Case 267,Turning & Milling Q.C.,2012-01-19 17:00:00,Punch Holder
Case 267,Wire Cut - Machine 13,2012-01-19 08:11:00,Punch Holder
Case 267,Wire Cut - Machine 13,2012-01-22 15:00:00,Punch Holder
Case 267,Wire Cut - Machine 13,2012-01-24 17:00:00,Punch Holder
Case 267,Wire Cut - Machine 13,2012-01-25 15:00:00,Punch Holder
Case 267,Wire Cut - Machine 13,2012-01-26 15:30:00,Punch Holder
Case 267,Wire Cut - Machine 13,2012-01-27 00:00:00,Punch Holder
Case 267,Wire Cut - Machine 13,2012-01-27 12:30:00,Punch Holder
Case 267,Wire Cut - Machine 13,2012-01-29 18:00:00,Punch Holder
Case 267,Wire Cut - Machine 13,2012-01-29 23:00:00,Punch Holder
